sector,state,year,month,emissions_tco2,production_tonnes,energy_consumption_mwh,grid_carbon_intensity
cement,Tamil Nadu,2022,4.0,597.3411663800417,744028.2310140755,74402.82310140754,0.8149519052838329
cement,Tamil Nadu,2022,5.0,547.1407613535441,725436.7634793948,72543.67634793949,0.7875000000000001
cement,Tamil Nadu,2022,6.0,526.1885294497887,710855.8611253586,71085.58611253586,0.75
cement,Tamil Nadu,2022,7.0,516.7395020049645,623377.8403810671,62337.784038106714,0.7125
cement,Tamil Nadu,2022,8.0,476.5325150409577,543844.0561629132,54384.405616291326,0.6850480947161671
cement,Tamil Nadu,2022,9.0,485.74773449751694,577079.6974578543,57707.969745785434,0.675
cement,Tamil Nadu,2022,10.0,533.0999392258963,627904.3934160976,62790.43934160977,0.6850480947161671
cement,Tamil Nadu,2022,11.0,527.703241172928,657174.4780914804,65717.44780914804,0.7124999999999999
cement,Tamil Nadu,2022,12.0,431.34395543539995,574191.3295254646,57419.13295254646,0.75
cement,Tamil Nadu,2023,1.0,190.83154005467833,251011.82033341288,25101.18203334129,0.7875000000000001
cement,Tamil Nadu,2023,2.0,232.7233545605453,277020.32765628886,27702.032765628886,0.8149519052838329
cement,Tamil Nadu,2023,3.0,229.9756389955766,303335.8004865469,30333.58004865469,0.8250000000000001
cement,Tamil Nadu,2023,4.0,248.4795655112474,325744.28417929297,32574.4284179293,0.8149519052838329
cement,Tamil Nadu,2023,5.0,236.51439217873627,305082.8070172587,30508.280701725875,0.7875000000000001
cement,Tamil Nadu,2023,6.0,206.23147483838298,284630.78249402,28463.078249402002,0.75
cement,Tamil Nadu,2023,7.0,220.9493236098168,281929.5481218502,28192.95481218502,0.7125
cement,Tamil Nadu,2023,8.0,221.4618404167523,291043.393049299,29104.339304929905,0.6850480947161671
cement,Tamil Nadu,2023,9.0,213.12157076384716,277418.2008257117,27741.820082571172,0.675
cement,Tamil Nadu,2023,10.0,221.94302047969813,300145.9579086603,30014.59579086603,0.6850480947161671
cement,Tamil Nadu,2023,11.0,251.8464278561158,293324.7270686569,29332.47270686569,0.7124999999999999
cement,Tamil Nadu,2023,12.0,240.15009510403928,289055.5036943003,28905.55036943003,0.75
cement,Karnataka,2015,,3744.9056237789823,4614121.910248338,461412.1910248338,0.7
cement,Karnataka,2016,,7286.854683797736,9020147.271292938,902014.7271292938,0.7
cement,Karnataka,2017,,2733.0446198380746,3514996.012203717,351499.6012203717,0.7
cement,Karnataka,2018,,5720.278934894274,7210001.428397374,721000.1428397375,0.7
cement,Karnataka,2019,,1634.2388136491782,2211949.4868558226,221194.94868558226,0.7
cement,Karnataka,2020,,7168.951847798171,8320586.475498255,832058.6475498256,0.7
cement,Karnataka,2021,,3301.9746387544715,4188196.0040973634,418819.6004097364,0.7
cement,Karnataka,2022,,6092.602417897032,8515828.615802556,851582.8615802557,0.7
cement,Karnataka,2023,,7243.645407946658,9018715.80985329,901871.580985329,0.7
cement,Karnataka,2020,1.0,133.27972328076964,163820.07257611348,16382.007257611349,0.735
cement,Karnataka,2020,2.0,122.02974309217501,160800.00893464382,16080.000893464383,0.7606217782649106
cement,Karnataka,2020,3.0,167.67618466229737,197731.0114257182,19773.10114257182,0.77
cement,Karnataka,2020,4.0,156.54535321170928,185156.16707272167,18515.61670727217,0.7606217782649106
cement,Karnataka,2020,5.0,158.51420931418636,202542.69133019433,20254.269133019436,0.735
cement,Karnataka,2020,6.0,142.9199057528977,188697.77680228135,18869.777680228137,0.7
cement,Karnataka,2020,7.0,148.9579174229795,189865.17610778366,18986.517610778366,0.665
cement,Karnataka,2020,8.0,134.62608513369582,173705.3190595713,17370.53190595713,0.6393782217350893
cement,Karnataka,2020,9.0,136.9608186004368,176328.49449598123,17632.849449598125,0.63
cement,Karnataka,2020,10.0,139.289141528551,185109.26821947625,18510.926821947625,0.6393782217350893
cement,Karnataka,2020,11.0,136.03130436477358,170928.16591536475,17092.816591536477,0.6649999999999999
cement,Karnataka,2020,12.0,165.93963078773703,201576.4439510638,20157.64439510638,0.7
cement,Karnataka,2021,1.0,418.1666306459032,521926.34302845126,52192.63430284513,0.735
cement,Karnataka,2021,2.0,475.04295429421114,550115.4823591841,55011.54823591841,0.7606217782649106
cement,Karnataka,2021,3.0,460.72037994491944,583780.9906532757,58378.09906532758,0.77
cement,Karnataka,2021,4.0,507.61887004474596,611965.4805288484,61196.54805288484,0.7606217782649106
cement,Karnataka,2021,5.0,496.34183006686163,687704.5252234023,68770.45252234023,0.735
cement,Karnataka,2021,6.0,549.5718107741508,627603.7068606889,62760.37068606889,0.7
cement,Karnataka,2021,7.0,385.0475369435634,524932.2953164242,52493.22953164243,0.665
cement,Karnataka,2021,8.0,403.5606091246292,552566.2899559953,55256.62899559953,0.6393782217350893
cement,Karnataka,2021,9.0,487.1827923344776,637798.0119690509,63779.801196905086,0.63
cement,Karnataka,2021,10.0,478.89185976660184,619225.7377209241,61922.57377209241,0.6393782217350893
cement,Karnataka,2021,11.0,508.6108604208611,622830.4615865714,62283.04615865715,0.6649999999999999
cement,Karnataka,2021,12.0,462.0304660787905,614966.2782872538,61496.62782872538,0.7
cement,Karnataka,2022,1.0,502.4903907896994,668170.2642427013,66817.02642427014,0.735
cement,Karnataka,2022,2.0,539.4651851450101,642739.523627544,64273.95236275441,0.7606217782649106
cement,Karnataka,2022,3.0,608.7942253446633,759012.5271762001,75901.25271762001,0.77
cement,Karnataka,2022,4.0,540.2667283355543,656990.8139342655,65699.08139342656,0.7606217782649106
cement,Karnataka,2022,5.0,566.0231279528092,750170.8940670184,75017.08940670184,0.735
cement,Karnataka,2022,6.0,634.9170004840939,769845.6160246152,76984.56160246153,0.7
cement,Karnataka,2022,7.0,605.9907187068756,712138.0221003812,71213.80221003812,0.665
cement,Karnataka,2022,8.0,512.1173395534544,634657.8857078694,63465.78857078694,0.6393782217350893
cement,Karnataka,2022,9.0,520.5911796492676,717777.7235512374,71777.77235512374,0.63
cement,Karnataka,2022,10.0,465.0648728025475,615248.5274065431,61524.852740654314,0.6393782217350893
cement,Karnataka,2022,11.0,583.9234795809681,695542.5216178206,69554.25216178206,0.6649999999999999
cement,Karnataka,2022,12.0,473.17830065791776,628837.9391418197,62883.79391418197,0.7
cement,Karnataka,2023,1.0,128.73373928695528,177758.53639845355,17775.853639845354,0.735
cement,Karnataka,2023,2.0,116.16439068570794,157440.39730104693,15744.039730104694,0.7606217782649106
cement,Karnataka,2023,3.0,189.46873640983637,217106.9246583,21710.69246583,0.77
cement,Karnataka,2023,4.0,177.35152092979632,215541.05852374536,21554.105852374538,0.7606217782649106
cement,Karnataka,2023,5.0,182.11684206143167,214389.3370131285,21438.933701312853,0.735
cement,Karnataka,2023,6.0,149.99439403016825,201890.5992541195,20189.05992541195,0.7
cement,Karnataka,2023,7.0,135.06975109006936,167755.95313768828,16775.59531376883,0.665
cement,Karnataka,2023,8.0,141.29444417573794,171891.71476931137,17189.171476931137,0.6393782217350893
cement,Karnataka,2023,9.0,175.60715861492537,202823.11315671325,20282.311315671326,0.63
cement,Karnataka,2023,10.0,151.5582637780658,182467.25324069,18246.725324069,0.6393782217350893
cement,Karnataka,2023,11.0,148.40703852246432,190568.08717608286,19056.808717608288,0.6649999999999999
cement,Karnataka,2023,12.0,134.1558181081829,184701.41037898662,18470.141037898662,0.7
cement,Rajasthan,2015,,3782.0958923338803,4884635.426087681,488463.54260876816,0.85
cement,Rajasthan,2016,,4949.096110694326,6061455.971052651,606145.5971052651,0.85
cement,Rajasthan,2017,,6011.494957794059,6645509.587974902,664550.9587974902,0.85
cement,Rajasthan,2018,,2888.339636421419,3461044.867802287,346104.48678022873,0.85
cement,Rajasthan,2019,,4634.118042189217,6424697.710775493,642469.7710775493,0.85
cement,Rajasthan,2020,,3124.5590059572155,4005262.6407926483,400526.26407926483,0.85
cement,Rajasthan,2021,,2106.830211855249,2599789.0922162347,259978.90922162347,0.85
cement,Rajasthan,2022,,1427.1307115453837,1874433.2331343833,187443.32331343833,0.85
cement,Rajasthan,2023,,1587.3061731454954,2195671.408920965,219567.14089209653,0.85
cement,Rajasthan,2020,1.0,471.17765834323126,616709.4352411799,61670.94352411799,0.8925
cement,Rajasthan,2020,2.0,463.78890925033613,597597.3673290637,59759.73673290637,0.9236121593216773
cement,Rajasthan,2020,3.0,493.7322111481708,613669.9812936366,61366.99812936367,0.935
cement,Rajasthan,2020,4.0,497.7841116027363,631529.4323014219,63152.94323014219,0.9236121593216773
cement,Rajasthan,2020,5.0,604.6048376965527,751577.8717117287,75157.78717117288,0.8925
cement,Rajasthan,2020,6.0,530.0730594479065,643089.7066362415,64308.97066362415,0.85
cement,Rajasthan,2020,7.0,522.48417794493,681337.2672145162,68133.72672145162,0.8075
cement,Rajasthan,2020,8.0,504.3397174626213,610097.9795578303,61009.797955783026,0.7763878406783227
cement,Rajasthan,2020,9.0,535.6640057353826,677194.16219954,67719.416219954,0.765
cement,Rajasthan,2020,10.0,520.8386830760276,626549.6707045737,62654.96707045738,0.7763878406783227
cement,Rajasthan,2020,11.0,538.4130267309022,614247.2711009749,61424.72711009749,0.8075
cement,Rajasthan,2020,12.0,490.30477620152334,680321.9241744289,68032.1924174429,0.85
cement,Rajasthan,2021,1.0,456.0877978646212,613017.6895796094,61301.76895796094,0.8925
cement,Rajasthan,2021,2.0,497.9815025590388,645000.5927698892,64500.05927698892,0.9236121593216773
cement,Rajasthan,2021,3.0,595.9547822472772,752209.705837924,75220.97058379241,0.935
cement,Rajasthan,2021,4.0,622.0591587470868,749263.7805577648,74926.37805577648,0.9236121593216773
cement,Rajasthan,2021,5.0,678.7247057719496,806667.5956848541,80666.75956848542,0.8925
cement,Rajasthan,2021,6.0,579.4795984353266,772669.4084073942,77266.94084073942,0.85
cement,Rajasthan,2021,7.0,562.701919192022,691314.288548439,69131.4288548439,0.8075
cement,Rajasthan,2021,8.0,552.1839358004589,737338.367496018,73733.8367496018,0.7763878406783227
cement,Rajasthan,2021,9.0,560.6175778926568,732228.5648233645,73222.85648233646,0.765
cement,Rajasthan,2021,10.0,613.6684460084191,756325.8891537834,75632.58891537835,0.7763878406783227
cement,Rajasthan,2021,11.0,630.3774372972185,732158.6819144059,73215.86819144059,0.8075
cement,Rajasthan,2021,12.0,526.8000593371335,640450.5301791691,64045.053017916915,0.85
cement,Rajasthan,2022,1.0,449.210779714546,528658.9120359465,52865.891203594656,0.8925
cement,Rajasthan,2022,2.0,394.02796528548174,456371.22486798844,45637.12248679885,0.9236121593216773
cement,Rajasthan,2022,3.0,448.39035992649275,585071.914585277,58507.1914585277,0.935
cement,Rajasthan,2022,4.0,516.7295410084049,636250.0221350854,63625.002213508546,0.9236121593216773
cement,Rajasthan,2022,5.0,411.6737840169988,554318.7039080526,55431.87039080527,0.8925
cement,Rajasthan,2022,6.0,420.736951983864,534995.2854570104,53499.52854570104,0.85
cement,Rajasthan,2022,7.0,424.4861706903495,579758.0842535121,57975.80842535121,0.8075
cement,Rajasthan,2022,8.0,419.49265019398206,518902.79733013426,51890.27973301343,0.7763878406783227
cement,Rajasthan,2022,9.0,393.72540743408337,533983.0936848699,53398.309368487,0.765
cement,Rajasthan,2022,10.0,463.2503491874216,550138.3002027287,55013.83002027287,0.7763878406783227
cement,Rajasthan,2022,11.0,422.0001344522778,539446.5865932223,53944.65865932224,0.8075
cement,Rajasthan,2022,12.0,486.908846659147,555619.6906243028,55561.96906243029,0.85
cement,Rajasthan,2023,1.0,395.1848468199137,516522.9814134137,51652.29814134137,0.8925
cement,Rajasthan,2023,2.0,418.2595590303319,483924.1347837489,48392.41347837489,0.9236121593216773
cement,Rajasthan,2023,3.0,426.60851881693003,548556.9490734934,54855.69490734934,0.935
cement,Rajasthan,2023,4.0,412.6500933941374,572169.6191793396,57216.961917933964,0.9236121593216773
cement,Rajasthan,2023,5.0,457.3338839287593,579874.4810252343,57987.448102523434,0.8925
cement,Rajasthan,2023,6.0,486.2312231596273,574286.0752240217,57428.60752240217,0.85
cement,Rajasthan,2023,7.0,416.2889881297242,482056.3012456542,48205.63012456542,0.8075
cement,Rajasthan,2023,8.0,453.35440896274565,533877.5885111053,53387.75885111053,0.7763878406783227
cement,Rajasthan,2023,9.0,386.07583135049214,501430.2506707483,50143.025067074836,0.765
cement,Rajasthan,2023,10.0,390.7042103112233,510765.00048507267,51076.50004850727,0.7763878406783227
cement,Rajasthan,2023,11.0,446.95574089693633,543589.7699353747,54358.97699353748,0.8075
cement,Rajasthan,2023,12.0,448.6399219655894,580406.917604158,58040.69176041581,0.85
cement,Andhra Pradesh,2015,,6268.570428593976,6893855.365229046,689385.5365229046,0.8
cement,Andhra Pradesh,2016,,8797.17082521229,9763340.46897741,976334.046897741,0.8
cement,Andhra Pradesh,2017,,1847.5112568045558,2126395.455382397,212639.5455382397,0.8
cement,Andhra Pradesh,2018,,3161.4365701042993,3580645.7977225017,358064.5797722502,0.8
cement,Andhra Pradesh,2019,,6104.886979147414,6910761.258564965,691076.1258564965,0.8
cement,Andhra Pradesh,2020,,962.4636881421342,1083867.408284033,108386.7408284033,0.8
cement,Andhra Pradesh,2021,,2025.3660698939018,2258521.3212139513,225852.13212139515,0.8
cement,Andhra Pradesh,2022,,7621.579282933422,8435364.125614196,843536.4125614197,0.8
cement,Andhra Pradesh,2023,,5518.9506851995,7632306.499483527,763230.6499483527,0.8
cement,Andhra Pradesh,2020,1.0,422.7268628210301,534213.9226829272,53421.39226829272,0.8400000000000001
cement,Andhra Pradesh,2020,2.0,397.9170942987285,535174.5491784428,53517.45491784428,0.8692820323027551
cement,Andhra Pradesh,2020,3.0,543.9782635500092,652291.414899602,65229.141489960195,0.8800000000000001
cement,Andhra Pradesh,2020,4.0,544.1928412904213,628264.2206778413,62826.42206778414,0.8692820323027551
cement,Andhra Pradesh,2020,5.0,433.19766064744147,592670.776193481,59267.07761934811,0.8400000000000001
cement,Andhra Pradesh,2020,6.0,483.8975835573181,556641.2618394515,55664.126183945154,0.8
cement,Andhra Pradesh,2020,7.0,490.56361404883756,599125.8473022277,59912.58473022278,0.7600000000000001
cement,Andhra Pradesh,2020,8.0,460.2730626608934,590010.710534963,59001.0710534963,0.730717967697245
cement,Andhra Pradesh,2020,9.0,460.73422568611585,585361.6297775893,58536.16297775894,0.7200000000000001
cement,Andhra Pradesh,2020,10.0,476.1583393774997,555462.3148880854,55546.23148880854,0.730717967697245
cement,Andhra Pradesh,2020,11.0,430.32653611017076,532774.5694032067,53277.45694032067,0.76
cement,Andhra Pradesh,2020,12.0,469.8041740864056,546048.8532757794,54604.88532757794,0.8
cement,Andhra Pradesh,2021,1.0,631.4049141423941,842737.8406275763,84273.78406275764,0.8400000000000001
cement,Andhra Pradesh,2021,2.0,621.9662904487143,741981.0745777629,74198.10745777629,0.8692820323027551
cement,Andhra Pradesh,2021,3.0,634.3950304938148,858254.5595559472,85825.45595559472,0.8800000000000001
cement,Andhra Pradesh,2021,4.0,744.8418122358977,890019.7531345558,89001.97531345558,0.8692820323027551
cement,Andhra Pradesh,2021,5.0,718.5016081515996,997755.5411111014,99775.55411111015,0.8400000000000001
cement,Andhra Pradesh,2021,6.0,795.0111029366136,955225.7144399752,95522.57144399753,0.8
cement,Andhra Pradesh,2021,7.0,663.5008714961741,894626.9268158624,89462.69268158625,0.7600000000000001
cement,Andhra Pradesh,2021,8.0,647.3183313360247,815638.9231586648,81563.89231586648,0.730717967697245
cement,Andhra Pradesh,2021,9.0,667.6541588303393,778957.7194524419,77895.7719452442,0.7200000000000001
cement,Andhra Pradesh,2021,10.0,636.7586247966952,865880.8798090493,86588.08798090494,0.730717967697245
cement,Andhra Pradesh,2021,11.0,707.3027300585235,897083.9872143532,89708.39872143533,0.76
cement,Andhra Pradesh,2021,12.0,682.1587555005378,892530.5830830511,89253.05830830512,0.8
cement,Andhra Pradesh,2022,1.0,76.04886917482112,97795.94953410013,9779.594953410013,0.8400000000000001
cement,Andhra Pradesh,2022,2.0,82.24394254584818,102817.94269290201,10281.794269290202,0.8692820323027551
cement,Andhra Pradesh,2022,3.0,78.1686596161844,101142.75693304678,10114.275693304678,0.8800000000000001
cement,Andhra Pradesh,2022,4.0,100.98323554411549,123598.0306525495,12359.80306525495,0.8692820323027551
cement,Andhra Pradesh,2022,5.0,84.77968948224728,114352.40667176172,11435.240667176173,0.8400000000000001
cement,Andhra Pradesh,2022,6.0,90.86268135451614,107520.24719212296,10752.024719212297,0.8
cement,Andhra Pradesh,2022,7.0,77.74943034884362,100759.00436509239,10075.90043650924,0.7600000000000001
cement,Andhra Pradesh,2022,8.0,73.77863871971194,90411.76951517443,9041.176951517444,0.730717967697245
cement,Andhra Pradesh,2022,9.0,80.28620317967149,100453.34096428602,10045.334096428604,0.7200000000000001
cement,Andhra Pradesh,2022,10.0,94.62375004230066,114101.62742140547,11410.162742140548,0.730717967697245
cement,Andhra Pradesh,2022,11.0,83.10153040048532,114065.66301010989,11406.56630101099,0.76
cement,Andhra Pradesh,2022,12.0,81.80668785968864,94168.15179851685,9416.815179851685,0.8
cement,Andhra Pradesh,2023,1.0,89.85676326699505,108643.40685289646,10864.340685289646,0.8400000000000001
cement,Andhra Pradesh,2023,2.0,91.25217756728766,105764.77010503752,10576.477010503753,0.8692820323027551
cement,Andhra Pradesh,2023,3.0,102.14882494155691,128693.68510004116,12869.368510004117,0.8800000000000001
cement,Andhra Pradesh,2023,4.0,106.081992547396,125694.81842995195,12569.481842995196,0.8692820323027551
cement,Andhra Pradesh,2023,5.0,102.82747664870331,135390.91008168133,13539.091008168134,0.8400000000000001
cement,Andhra Pradesh,2023,6.0,95.4830891214484,113080.81723265609,11308.08172326561,0.8
cement,Andhra Pradesh,2023,7.0,92.16963491878786,111313.37478007001,11131.337478007,0.7600000000000001
cement,Andhra Pradesh,2023,8.0,75.07564846616233,99648.57365367566,9964.857365367567,0.730717967697245
cement,Andhra Pradesh,2023,9.0,97.3441168729799,120058.34293809574,12005.834293809574,0.7200000000000001
cement,Andhra Pradesh,2023,10.0,89.0645448976089,105125.37673317526,10512.537673317527,0.730717967697245
cement,Andhra Pradesh,2023,11.0,83.67199141145765,112014.76750343331,11201.476750343332,0.76
cement,Andhra Pradesh,2023,12.0,93.12790030345512,111733.18892714013,11173.318892714015,0.8
cement,Odisha,2015,,5308.832198100922,7342594.958929103,734259.4958929103,0.95
cement,Odisha,2016,,7662.418011556117,9218046.854450582,921804.6854450582,0.95
cement,Odisha,2017,,4467.305244147934,5666084.102752538,566608.4102752538,0.95
cement,Odisha,2018,,3307.3582867672485,4368050.75402046,436805.07540204603,0.95
cement,Odisha,2019,,7383.157803771886,9268292.419890467,926829.2419890468,0.95
cement,Odisha,2020,,5172.639244448805,5678140.618477193,567814.0618477192,0.95
cement,Odisha,2021,,8058.029140720195,8861534.35228348,886153.435228348,0.95
cement,Odisha,2022,,6500.6806364411,7768444.36771236,776844.436771236,0.95
cement,Odisha,2023,,4660.332814354383,5106001.612705983,510600.16127059836,0.95
cement,Odisha,2020,1.0,101.43100498532891,135055.6416345932,13505.56416345932,0.9974999999999999
cement,Odisha,2020,2.0,98.65268045717309,124578.02685047689,12457.802685047689,1.0322724133595216
cement,Odisha,2020,3.0,132.29283774272167,158287.8495857104,15828.784958571043,1.045
cement,Odisha,2020,4.0,130.61449263498045,161720.30348201716,16172.030348201717,1.0322724133595216
cement,Odisha,2020,5.0,117.52783860592484,146196.6971780559,14619.669717805591,0.9974999999999999
cement,Odisha,2020,6.0,119.23520036445454,143055.4825516252,14305.548255162521,0.95
cement,Odisha,2020,7.0,104.201097881619,137127.98279879958,13712.798279879958,0.9025
cement,Odisha,2020,8.0,122.27609204648193,152813.02618635038,15281.30261863504,0.8677275866404783
cement,Odisha,2020,9.0,114.75828896220006,154615.19415613223,15461.519415613224,0.855
cement,Odisha,2020,10.0,122.96435651877961,147954.07381810583,14795.407381810583,0.8677275866404783
cement,Odisha,2020,11.0,127.1691438233966,147811.72823945576,14781.172823945577,0.9025
cement,Odisha,2020,12.0,121.85335253792472,138572.97933291394,13857.297933291395,0.95
cement,Odisha,2021,1.0,687.0276382382874,830675.2665141544,83067.52665141545,0.9974999999999999
cement,Odisha,2021,2.0,538.0686298274204,740630.5035545173,74063.05035545173,1.0322724133595216
cement,Odisha,2021,3.0,659.4716087075374,823548.8594249327,82354.88594249327,1.045
cement,Odisha,2021,4.0,569.4278013775394,781136.4245407834,78113.64245407835,1.0322724133595216
cement,Odisha,2021,5.0,778.8551109116125,936479.8826326055,93647.98826326056,0.9974999999999999
cement,Odisha,2021,6.0,634.844518751462,838294.186976259,83829.41869762591,0.95
cement,Odisha,2021,7.0,638.3653550658029,753106.998154185,75310.6998154185,0.9025
cement,Odisha,2021,8.0,583.1739761576583,766149.7981592541,76614.97981592541,0.8677275866404783
cement,Odisha,2021,9.0,708.918251525718,853162.1745949195,85316.21745949196,0.855
cement,Odisha,2021,10.0,626.7952133607436,744589.0742986092,74458.90742986092,0.8677275866404783
cement,Odisha,2021,11.0,613.8778392009026,793693.0033760839,79369.3003376084,0.9025
cement,Odisha,2021,12.0,626.3477266991613,805924.408410835,80592.4408410835,0.95
cement,Odisha,2022,1.0,179.51126517850687,245150.46164092858,24515.04616409286,0.9974999999999999
cement,Odisha,2022,2.0,238.82594852439405,275896.167865294,27589.616786529397,1.0322724133595216
cement,Odisha,2022,3.0,240.9728951263646,278682.1232659789,27868.212326597888,1.045
cement,Odisha,2022,4.0,262.27796494052706,303801.9895749217,30380.198957492175,1.0322724133595216
cement,Odisha,2022,5.0,263.8424204655702,336268.3841791403,33626.838417914034,0.9974999999999999
cement,Odisha,2022,6.0,229.40056138451808,293516.2584370802,29351.62584370802,0.95
cement,Odisha,2022,7.0,244.62682890437472,299311.33562261885,29931.133562261886,0.9025
cement,Odisha,2022,8.0,234.4780310852984,293091.96448198607,29309.196448198607,0.8677275866404783
cement,Odisha,2022,9.0,228.17199155139707,297781.3859800735,29778.13859800735,0.855
cement,Odisha,2022,10.0,207.84341512446446,282315.39564359473,28231.539564359475,0.8677275866404783
cement,Odisha,2022,11.0,252.90358469253331,306275.39132716996,30627.539132716996,0.9025
cement,Odisha,2022,12.0,258.936589733456,301773.7150502225,30177.371505022253,0.95
cement,Odisha,2023,1.0,117.48228018731601,150204.25249592302,15020.425249592303,0.9974999999999999
cement,Odisha,2023,2.0,113.69672933576202,148574.95608483892,14857.495608483892,1.0322724133595216
cement,Odisha,2023,3.0,125.41230913189851,154976.4288219901,15497.64288219901,1.045
cement,Odisha,2023,4.0,158.92002996174006,181936.29308526067,18193.629308526066,1.0322724133595216
cement,Odisha,2023,5.0,126.85207769689912,175825.05532691316,17582.505532691317,0.9974999999999999
cement,Odisha,2023,6.0,147.58277014129777,172709.79969650542,17270.979969650543,0.95
cement,Odisha,2023,7.0,130.87636892058322,154810.03877011186,15481.003877011186,0.9025
cement,Odisha,2023,8.0,118.68087943268553,146418.07101299963,14641.807101299964,0.8677275866404783
cement,Odisha,2023,9.0,124.23514074826885,155530.55846613596,15553.055846613597,0.855
cement,Odisha,2023,10.0,122.66873318820979,156550.2212506712,15655.02212506712,0.8677275866404783
cement,Odisha,2023,11.0,127.29164192857874,167347.77907462162,16734.77790746216,0.9025
cement,Odisha,2023,12.0,139.927670340866,169432.50666277198,16943.2506662772,0.95
cement,Jharkhand,2015,,4863.671145970759,5496398.012172155,549639.8012172155,1.0
cement,Jharkhand,2016,,802.2435994724672,1168656.6339019935,116865.66339019936,1.0
cement,Jharkhand,2017,,2877.107957091383,3947070.133505942,394707.0133505942,1.0
cement,Jharkhand,2018,,5463.066122230421,7434588.671335512,743458.8671335513,1.0
cement,Jharkhand,2019,,8720.931703749255,9568873.068445913,956887.3068445914,1.0
cement,Jharkhand,2020,,795.322764190035,1122869.7420025081,112286.97420025081,1.0
cement,Jharkhand,2021,,2509.964790726411,3665528.0690224674,366552.8069022468,1.0
cement,Jharkhand,2022,,3682.1579483871355,5176400.836990317,517640.08369903173,1.0
cement,Jharkhand,2023,,4807.608137407813,5850439.041814788,585043.9041814789,1.0
cement,Jharkhand,2020,1.0,162.16129819654748,199628.3416014365,19962.83416014365,1.05
cement,Jharkhand,2020,2.0,151.49789934812748,204041.0694331373,20404.10694331373,1.0866025403784438
cement,Jharkhand,2020,3.0,193.20417483154264,230977.99024714902,23097.799024714903,1.1
cement,Jharkhand,2020,4.0,168.90345384632306,213331.3530376659,21333.13530376659,1.0866025403784438
cement,Jharkhand,2020,5.0,175.85201652088253,226754.5772631211,22675.45772631211,1.05
cement,Jharkhand,2020,6.0,182.7716202160797,215249.72236732187,21524.97223673219,1.0
cement,Jharkhand,2020,7.0,155.39919662252507,184588.86660439795,18458.886660439795,0.9500000000000001
cement,Jharkhand,2020,8.0,163.37527333297385,206304.28641844552,20630.428641844555,0.9133974596215562
cement,Jharkhand,2020,9.0,186.90822636901214,223055.2812307927,22305.52812307927,0.9
cement,Jharkhand,2020,10.0,182.03108211813895,210191.43990775736,21019.143990775738,0.9133974596215562
cement,Jharkhand,2020,11.0,169.2327707376906,204214.26903282138,20421.42690328214,0.95
cement,Jharkhand,2020,12.0,184.76636283178172,217831.76045498665,21783.176045498665,1.0
cement,Jharkhand,2021,1.0,408.3119163035543,518455.8323054618,51845.58323054618,1.05
cement,Jharkhand,2021,2.0,459.670632945301,562388.8313718227,56238.883137182274,1.0866025403784438
cement,Jharkhand,2021,3.0,510.24057640536375,626661.0307546917,62666.103075469175,1.1
cement,Jharkhand,2021,4.0,560.3725308393684,665922.300273041,66592.2300273041,1.0866025403784438
cement,Jharkhand,2021,5.0,533.1957639183208,615074.251619018,61507.4251619018,1.05
cement,Jharkhand,2021,6.0,492.85003330159844,652977.8226027555,65297.782260275555,1.0
cement,Jharkhand,2021,7.0,410.7198427672129,516764.13309174415,51676.413309174415,0.9500000000000001
cement,Jharkhand,2021,8.0,411.60178460068204,528094.6796455233,52809.467964552336,0.9133974596215562
cement,Jharkhand,2021,9.0,411.5619490714374,526387.1332632218,52638.713326322184,0.9
cement,Jharkhand,2021,10.0,483.86932026936057,592347.7459903776,59234.774599037766,0.9133974596215562
cement,Jharkhand,2021,11.0,413.4241671396749,549367.3086113109,54936.730861131095,0.95
cement,Jharkhand,2021,12.0,497.8772845555359,624712.0236945546,62471.20236945546,1.0
cement,Jharkhand,2022,1.0,255.35538442183426,308398.0074170742,30839.80074170742,1.05
cement,Jharkhand,2022,2.0,210.84440005842504,275846.02853363904,27584.602853363904,1.0866025403784438
cement,Jharkhand,2022,3.0,279.604525231684,343446.8610793793,34344.68610793793,1.1
cement,Jharkhand,2022,4.0,298.3223510939835,360459.4154269222,36045.94154269222,1.0866025403784438
cement,Jharkhand,2022,5.0,294.8151856801316,379709.2019171778,37970.920191717785,1.05
cement,Jharkhand,2022,6.0,304.685103699296,348492.1850359034,34849.218503590346,1.0
cement,Jharkhand,2022,7.0,270.0275006559482,322649.3836606197,32264.938366061968,0.9500000000000001
cement,Jharkhand,2022,8.0,200.8194191961466,272561.6022185568,27256.16022185568,0.9133974596215562
cement,Jharkhand,2022,9.0,267.850297153113,319927.7002667834,31992.770026678343,0.9
cement,Jharkhand,2022,10.0,244.9535107890832,292130.28927918087,29213.028927918087,0.9133974596215562
cement,Jharkhand,2022,11.0,247.6911525680006,340229.68346425367,34022.96834642537,0.95
cement,Jharkhand,2022,12.0,252.16596300050915,322033.14293243125,32203.314293243126,1.0
cement,Jharkhand,2023,1.0,287.0334287770721,369897.92047831236,36989.79204783124,1.05
cement,Jharkhand,2023,2.0,316.114328869981,378960.6961398514,37896.06961398514,1.0866025403784438
cement,Jharkhand,2023,3.0,328.7447110058569,456064.74150293384,45606.47415029339,1.1
cement,Jharkhand,2023,4.0,294.3566900144427,389635.84061767336,38963.58406176734,1.0866025403784438
